"","ligand","receptor","pair","ligand_gene_id","receptor_gene_id"
"1386","Nrg1","Gpc1","NRG1_GPC1","ENSMUSG00000062991","ENSMUSG00000034220"
"1387","Nrg2","Erbb2","NRG2_ERBB2","ENSMUSG00000060275","ENSMUSG00000062312"
"1388","Nrg2","Erbb3","NRG2_ERBB3","ENSMUSG00000060275","ENSMUSG00000018166"
"1389","Nrg2","Erbb4","NRG2_ERBB4","ENSMUSG00000060275","ENSMUSG00000062209"
"1390","Nrg3","Erbb4","NRG3_ERBB4","ENSMUSG00000041014","ENSMUSG00000062209"
"1391","Nrg4","Egfr","NRG4_EGFR","ENSMUSG00000032311","ENSMUSG00000020122"
"1392","Nrg4","Erbb2","NRG4_ERBB2","ENSMUSG00000032311","ENSMUSG00000062312"
"1393","Nrg4","Erbb4","NRG4_ERBB4","ENSMUSG00000032311","ENSMUSG00000062209"
"1394","Nrtn","Gfra1","NRTN_GFRA1","ENSMUSG00000039481","ENSMUSG00000025089"
"1395","Nrtn","Gfra2","NRTN_GFRA2","ENSMUSG00000039481","ENSMUSG00000022103"
"1396","Nrtn","Ret","NRTN_RET","ENSMUSG00000039481","ENSMUSG00000030110"
"1397","Ntf3","Ngfr","NTF3_NGFR","ENSMUSG00000049107","ENSMUSG00000000120"
"1398","Ntf3","Ntrk1","NTF3_NTRK1","ENSMUSG00000049107","ENSMUSG00000028072"
"1399","Ntf3","Ntrk2","NTF3_NTRK2","ENSMUSG00000049107","ENSMUSG00000055254"
"1400","Ntf3","Ntrk3","NTF3_NTRK3","ENSMUSG00000049107","ENSMUSG00000059146"
"1401","Ntf5","Ngfr","NTF4_NGFR","ENSMUSG00000074121","ENSMUSG00000000120"
"1402","Ntf5","Ntrk1","NTF4_NTRK1","ENSMUSG00000074121","ENSMUSG00000028072"
"1403","Ntf5","Ntrk2","NTF4_NTRK2","ENSMUSG00000074121","ENSMUSG00000055254"
"1404","Ntf5","Ntrk3","NTF4_NTRK3","ENSMUSG00000074121","ENSMUSG00000059146"
"1405","Ntn1","Adora2b","NTN1_ADORA2B","ENSMUSG00000020902","ENSMUSG00000018500"
"1406","Ntn1","Dcc","NTN1_DCC","ENSMUSG00000020902","ENSMUSG00000060534"
"1407","Ntn1","Neo1","NTN1_NEO1","ENSMUSG00000020902","ENSMUSG00000032340"
"1408","Ntn1","Unc5a","NTN1_UNC5A","ENSMUSG00000020902","ENSMUSG00000025876"
"1409","Ntn1","Unc5b","NTN1_UNC5B","ENSMUSG00000020902","ENSMUSG00000020099"
"1410","Ntn1","Unc5c","NTN1_UNC5C","ENSMUSG00000020902","ENSMUSG00000059921"
"1411","Ntn1","Unc5d","NTN1_UNC5D","ENSMUSG00000020902","ENSMUSG00000063626"
"1412","Tbc1d24","Cdon","NTN3_CDON","ENSMUSG00000036473","ENSMUSG00000038119"
"1413","Tbc1d24","Neo1","NTN3_NEO1","ENSMUSG00000036473","ENSMUSG00000032340"
"1414","Ntn4","Dcc","NTN4_DCC","ENSMUSG00000020019","ENSMUSG00000060534"
"1415","Ntn4","Unc5a","NTN4_UNC5A","ENSMUSG00000020019","ENSMUSG00000025876"
"1416","Ntng1","Lrrc4c","NTNG1_LRRC4C","ENSMUSG00000059857","ENSMUSG00000050587"
"1417","Ntng2","Lrrc4","NTNG2_LRRC4","ENSMUSG00000035513","ENSMUSG00000049939"
"1418","Ntng2","Lrrc4c","NTNG2_LRRC4C","ENSMUSG00000035513","ENSMUSG00000050587"
"1419","Nts","Ngfr","NTS_NGFR","ENSMUSG00000019890","ENSMUSG00000000120"
"1420","Nts","Ntsr1","NTS_NTSR1","ENSMUSG00000019890","ENSMUSG00000027568"
"1421","Nts","Ntsr2","NTS_NTSR2","ENSMUSG00000019890","ENSMUSG00000020591"
"1422","Nts","Sort1","NTS_SORT1","ENSMUSG00000019890","ENSMUSG00000068747"
"1423","Nxph1","Nrxn1","NXPH1_NRXN1","ENSMUSG00000046178","ENSMUSG00000024109"
"1424","Nxph1","Nrxn2","NXPH1_NRXN2","ENSMUSG00000046178","ENSMUSG00000033768"
"1425","Nxph1","Nrxn3","NXPH1_NRXN3","ENSMUSG00000046178","ENSMUSG00000066392"
"1426","Nxph2","Nrxn1","NXPH2_NRXN1","ENSMUSG00000069132","ENSMUSG00000024109"
"1427","Nxph3","Nrxn1","NXPH3_NRXN1","ENSMUSG00000046719","ENSMUSG00000024109"
"1428","Nxph3","Nrxn2","NXPH3_NRXN2","ENSMUSG00000046719","ENSMUSG00000033768"
"1429","Nxph3","Nrxn3","NXPH3_NRXN3","ENSMUSG00000046719","ENSMUSG00000066392"
"1430","Olah","Mog","OLAH_MOG","ENSMUSG00000026645","ENSMUSG00000076439"
"1431","Olfm2","Robo2","OLFM2_ROBO2","ENSMUSG00000032172","ENSMUSG00000052516"
"1432","Omg","Lingo1","OMG_LINGO1","ENSMUSG00000049612","ENSMUSG00000049556"
"1433","Omg","Ngfr","OMG_NGFR","ENSMUSG00000049612","ENSMUSG00000000120"
"1434","Omg","Rtn4r","OMG_RTN4R","ENSMUSG00000049612","ENSMUSG00000043811"
"1435","Omg","Rtn4rl1","OMG_RTN4RL1","ENSMUSG00000049612","ENSMUSG00000045287"
"1436","Omg","Tnfrsf1b","OMG_TNFRSF1B","ENSMUSG00000049612","ENSMUSG00000028599"
"1437","Osm","Il6st","OSM_IL6ST","ENSMUSG00000058755","ENSMUSG00000021756"
"1438","Osm","Lifr","OSM_LIFR","ENSMUSG00000058755","ENSMUSG00000054263"
"1439","Osm","Osmr","OSM_OSMR","ENSMUSG00000058755","ENSMUSG00000022146"
"1440","Ostn","Npr3","OSTN_NPR3","ENSMUSG00000052276","ENSMUSG00000022206"
"1441","Oxt","Avpr1a","OXT_AVPR1A","ENSMUSG00000027301","ENSMUSG00000020123"
"1442","Oxt","Avpr1b","OXT_AVPR1B","ENSMUSG00000027301","ENSMUSG00000026432"
"1443","Oxt","Avpr2","OXT_AVPR2","ENSMUSG00000027301","ENSMUSG00000031390"
"1444","Oxt","Oxtr","OXT_OXTR","ENSMUSG00000027301","ENSMUSG00000049112"
"1445","P4hb","Gpr162","P4HB_GPR162","ENSMUSG00000025130","ENSMUSG00000038390"
"1446","Pcsk9","Vldlr","PCSK9_VLDLR","ENSMUSG00000044254","ENSMUSG00000024924"
"1447","Pdap1","Pdgfrb","PDAP1_PDGFRB","ENSMUSG00000029623","ENSMUSG00000024620"
"1448","Pdgfa","Pdgfra","PDGFA_PDGFRA","ENSMUSG00000025856","ENSMUSG00000029231"
"1449","Pdgfa","Pdgfrb","PDGFA_PDGFRB","ENSMUSG00000025856","ENSMUSG00000024620"
"1450","Pdgfb","Art1","PDGFB_ART1","ENSMUSG00000000489","ENSMUSG00000030996"
"1451","Pdgfb","Itgav","PDGFB_ITGAV","ENSMUSG00000000489","ENSMUSG00000027087"
"1452","Pdgfb","Lrp1","PDGFB_LRP1","ENSMUSG00000000489","ENSMUSG00000040249"
"1453","Pdgfb","Pdgfra","PDGFB_PDGFRA","ENSMUSG00000000489","ENSMUSG00000029231"
"1454","Pdgfb","Pdgfrb","PDGFB_PDGFRB","ENSMUSG00000000489","ENSMUSG00000024620"
"1455","Pdgfb","S1pr1","PDGFB_S1PR1","ENSMUSG00000000489","ENSMUSG00000045092"
"1456","Pdgfc","Flt1","PDGFC_FLT1","ENSMUSG00000028019","ENSMUSG00000029648"
"1457","Pdgfc","Flt4","PDGFC_FLT4","ENSMUSG00000028019","ENSMUSG00000020357"
"1458","Pdgfc","Kdr","PDGFC_KDR","ENSMUSG00000028019","ENSMUSG00000062960"
"1459","Pdgfc","Pdgfra","PDGFC_PDGFRA","ENSMUSG00000028019","ENSMUSG00000029231"
"1460","Pdgfc","Pdgfrb","PDGFC_PDGFRB","ENSMUSG00000028019","ENSMUSG00000024620"
"1461","Pdgfd","Pdgfra","PDGFD_PDGFRA","ENSMUSG00000032006","ENSMUSG00000029231"
"1462","Pdgfd","Pdgfrb","PDGFD_PDGFRB","ENSMUSG00000032006","ENSMUSG00000024620"
"1463","Pdyn","Oprd1","PDYN_OPRD1","ENSMUSG00000027400","ENSMUSG00000050511"
"1464","Pdyn","Oprk1","PDYN_OPRK1","ENSMUSG00000027400","ENSMUSG00000025905"
"1465","Pdyn","Oprm1","PDYN_OPRM1","ENSMUSG00000027400","ENSMUSG00000000766"
"1466","Penk","Ogfr","PENK_OGFR","ENSMUSG00000045573","ENSMUSG00000049401"
"1467","Penk","Oprd1","PENK_OPRD1","ENSMUSG00000045573","ENSMUSG00000050511"
"1468","Penk","Oprk1","PENK_OPRK1","ENSMUSG00000045573","ENSMUSG00000025905"
"1469","Penk","Oprm1","PENK_OPRM1","ENSMUSG00000045573","ENSMUSG00000000766"
"1470","Pf4","Cxcr3","PF4_CXCR3","ENSMUSG00000029373","ENSMUSG00000050232"
"1471","Pf4","Fgfr2","PF4_FGFR2","ENSMUSG00000029373","ENSMUSG00000030849"
"1472","Pf4","Ldlr","PF4_LDLR","ENSMUSG00000029373","ENSMUSG00000032193"
"1473","Pf4","Procr","PF4_PROCR","ENSMUSG00000029373","ENSMUSG00000027611"
"1474","Pf4","Sdc2","PF4_SDC2","ENSMUSG00000029373","ENSMUSG00000022261"
"1475","Pf4","Thbd","PF4_THBD","ENSMUSG00000029373","ENSMUSG00000074743"
"1476","Pgf","Flt1","PGF_FLT1","ENSMUSG00000004791","ENSMUSG00000029648"
"1477","Pgf","Nrp1","PGF_NRP1","ENSMUSG00000004791","ENSMUSG00000025810"
"1478","Pgf","Nrp2","PGF_NRP2","ENSMUSG00000004791","ENSMUSG00000025969"
"1479","Pigf","Flt1","PIGF_FLT1","ENSMUSG00000024145","ENSMUSG00000029648"
"1480","Pip","Cd4","PIP_CD4","ENSMUSG00000058499","ENSMUSG00000023274"
"1481","Pip","Nptn","PIP_NPTN","ENSMUSG00000058499","ENSMUSG00000032336"
"1482","Pkm","Cd44","PKM_CD44","ENSMUSG00000032294","ENSMUSG00000005087"
"1483","Pla2g10","Pla2r1","PLA2G10_PLA2R1","ENSMUSG00000022683","ENSMUSG00000054580"
"1484","Plat","Itgam","PLAT_ITGAM","ENSMUSG00000031538","ENSMUSG00000030786"
"1485","Plat","Itgb2","PLAT_ITGB2","ENSMUSG00000031538","ENSMUSG00000000290"
"1486","Plat","Lrp1","PLAT_LRP1","ENSMUSG00000031538","ENSMUSG00000040249"
"1487","Plau","Igf2r","PLAU_IGF2R","ENSMUSG00000021822","ENSMUSG00000023830"
"1488","Plau","Itga3","PLAU_ITGA3","ENSMUSG00000021822","ENSMUSG00000001507"
"1489","Plau","Itga5","PLAU_ITGA5","ENSMUSG00000021822","ENSMUSG00000000555"
"1490","Plau","Itgam","PLAU_ITGAM","ENSMUSG00000021822","ENSMUSG00000030786"
"1491","Plau","Itgav","PLAU_ITGAV","ENSMUSG00000021822","ENSMUSG00000027087"
"1492","Plau","Itgb1","PLAU_ITGB1","ENSMUSG00000021822","ENSMUSG00000025809"
"1493","Plau","Itgb2","PLAU_ITGB2","ENSMUSG00000021822","ENSMUSG00000000290"
"1494","Plau","Itgb5","PLAU_ITGB5","ENSMUSG00000021822","ENSMUSG00000022817"
"1495","Plau","Lrp1","PLAU_LRP1","ENSMUSG00000021822","ENSMUSG00000040249"
"1496","Plau","Lrp2","PLAU_LRP2","ENSMUSG00000021822","ENSMUSG00000027070"
"1497","Plau","Mrc2","PLAU_MRC2","ENSMUSG00000021822","ENSMUSG00000020695"
"1498","Plau","Plaur","PLAU_PLAUR","ENSMUSG00000021822","ENSMUSG00000046223"
"1499","Plau","St14","PLAU_ST14","ENSMUSG00000021822","ENSMUSG00000031995"
"1500","Plau","Vldlr","PLAU_VLDLR","ENSMUSG00000021822","ENSMUSG00000024924"
"1501","Plg","F2r","PLG_F2R","ENSMUSG00000059481","ENSMUSG00000048376"
"1502","Plg","F2rl1","PLG_F2RL1","ENSMUSG00000059481","ENSMUSG00000021678"
"1503","Plg","F3","PLG_F3","ENSMUSG00000059481","ENSMUSG00000028128"
"1504","Plg","Flt1","PLG_FLT1","ENSMUSG00000059481","ENSMUSG00000029648"
"1505","Plg","Itga9","PLG_ITGA9","ENSMUSG00000059481","ENSMUSG00000039115"
"1506","Plg","Itgam","PLG_ITGAM","ENSMUSG00000059481","ENSMUSG00000030786"
"1507","Plg","Itgb1","PLG_ITGB1","ENSMUSG00000059481","ENSMUSG00000025809"
"1508","Plg","Itgb2","PLG_ITGB2","ENSMUSG00000059481","ENSMUSG00000000290"
"1509","Plg","Plaur","PLG_PLAUR","ENSMUSG00000059481","ENSMUSG00000046223"
"1510","Plg","Plgrkt","PLG_PLGRKT","ENSMUSG00000059481","ENSMUSG00000016495"
"1511","Pltp","Abca1","PLTP_ABCA1","ENSMUSG00000017754","ENSMUSG00000015243"
"1512","Pmch","Mchr1","PMCH_MCHR1","ENSMUSG00000035383","ENSMUSG00000050164"
"1513","Pnoc","Oprl1","PNOC_OPRL1","ENSMUSG00000045731","ENSMUSG00000027584"
"1514","Podxl","Sell","PODXL_SELL","ENSMUSG00000025608","ENSMUSG00000026581"
"1515","Podxl2","Sell","PODXL2_SELL","ENSMUSG00000033152","ENSMUSG00000026581"
"1516","Pomc","Mc2r","POMC_MC2R","ENSMUSG00000020660","ENSMUSG00000045569"
"1517","Pomc","Mc3r","POMC_MC3R","ENSMUSG00000020660","ENSMUSG00000038537"
"1518","Pomc","Mc4r","POMC_MC4R","ENSMUSG00000020660","ENSMUSG00000047259"
"1519","Pomc","Mc5r","POMC_MC5R","ENSMUSG00000020660","ENSMUSG00000007480"
"1520","Pomc","Oprd1","POMC_OPRD1","ENSMUSG00000020660","ENSMUSG00000050511"
"1521","Pomc","Oprk1","POMC_OPRK1","ENSMUSG00000020660","ENSMUSG00000025905"
"1522","Pomc","Oprm1","POMC_OPRM1","ENSMUSG00000020660","ENSMUSG00000000766"
"1523","Pon2","Htr2a","PON2_HTR2A","ENSMUSG00000032667","ENSMUSG00000034997"
"1524","Ppy","Npy1r","PPY_NPY1R","ENSMUSG00000017316","ENSMUSG00000036437"
"1525","Ppy","Npy2r","PPY_NPY2R","ENSMUSG00000017316","ENSMUSG00000028004"
"1526","Ppy","Npy4r","PPY_NPY4R","ENSMUSG00000017316","ENSMUSG00000048337"
"1527","Ppy","Npy5r","PPY_NPY5R","ENSMUSG00000017316","ENSMUSG00000044014"
"1528","Prlh","Prlhr","PRLH_PRLHR","ENSMUSG00000090550","ENSMUSG00000045052"
"1529","Proc","Itgam","PROC_ITGAM","ENSMUSG00000024386","ENSMUSG00000030786"
"1530","Proc","Itgb2","PROC_ITGB2","ENSMUSG00000024386","ENSMUSG00000000290"
"1531","Proc","Procr","PROC_PROCR","ENSMUSG00000024386","ENSMUSG00000027611"
"1532","Proc","Thbd","PROC_THBD","ENSMUSG00000024386","ENSMUSG00000074743"
"1533","Prok1","Prokr1","PROK1_PROKR1","ENSMUSG00000070368","ENSMUSG00000049409"
"1534","Prok1","Prokr2","PROK1_PROKR2","ENSMUSG00000070368","ENSMUSG00000050558"
"1535","Prok2","Prokr1","PROK2_PROKR1","ENSMUSG00000030069","ENSMUSG00000049409"
"1536","Prok2","Prokr2","PROK2_PROKR2","ENSMUSG00000030069","ENSMUSG00000050558"
"1537","Pros1","Axl","PROS1_AXL","ENSMUSG00000022912","ENSMUSG00000002602"
"1538","Pros1","Tyro3","PROS1_TYRO3","ENSMUSG00000022912","ENSMUSG00000027298"
"1539","Prss23","Tmem222","PRSS23_TMEM222","ENSMUSG00000039405","ENSMUSG00000028857"
"1540","Psap","Celsr1","PSAP_CELSR1","ENSMUSG00000004207","ENSMUSG00000016028"
"1541","Psap","Gpr37","PSAP_GPR37","ENSMUSG00000004207","ENSMUSG00000039904"
"1542","Psap","Gpr37l1","PSAP_GPR37L1","ENSMUSG00000004207","ENSMUSG00000026424"
"1543","Psap","Lrp1","PSAP_LRP1","ENSMUSG00000004207","ENSMUSG00000040249"
"1544","Psap","Sort1","PSAP_SORT1","ENSMUSG00000004207","ENSMUSG00000068747"
"1545","Psen1","Cd44","PSEN1_CD44","ENSMUSG00000019969","ENSMUSG00000005087"
"1546","Psen1","Ncstn","PSEN1_NCSTN","ENSMUSG00000019969","ENSMUSG00000003458"
"1547","Psen1","Notch1","PSEN1_NOTCH1","ENSMUSG00000019969","ENSMUSG00000026923"
"1548","Psen1","Notch3","PSEN1_NOTCH3","ENSMUSG00000019969","ENSMUSG00000038146"
"1549","Psen1","Notch4","PSEN1_NOTCH4","ENSMUSG00000019969","ENSMUSG00000015468"
"1550","Pspn","Gfra1","PSPN_GFRA1","ENSMUSG00000002664","ENSMUSG00000025089"
"1551","Pspn","Gfra4","PSPN_GFRA4","ENSMUSG00000002664","ENSMUSG00000027316"
"1552","Pspn","Ret","PSPN_RET","ENSMUSG00000002664","ENSMUSG00000030110"
"1553","Pspn","Sdc3","PSPN_SDC3","ENSMUSG00000002664","ENSMUSG00000025743"
"1554","Ptdss1","Jmjd6","PTDSS1_JMJD6","ENSMUSG00000021518","ENSMUSG00000056962"
"1555","Ptdss1","Scarb1","PTDSS1_SCARB1","ENSMUSG00000021518","ENSMUSG00000037936"
"1556","Ptgs2","Cav1","PTGS2_CAV1","ENSMUSG00000032487","ENSMUSG00000007655"
"1557","Ptgs2","Ptgdr2","PTGS2_PTGDR2","ENSMUSG00000032487","ENSMUSG00000034117"
"1558","Pth","Pth1r","PTH_PTH1R","ENSMUSG00000059077","ENSMUSG00000032492"
"1559","Pth","Pth2r","PTH_PTH2R","ENSMUSG00000059077","ENSMUSG00000025946"
"1560","Pth2","Pth1r","PTH2_PTH1R","ENSMUSG00000038300","ENSMUSG00000032492"
"1561","Pth2","Pth2r","PTH2_PTH2R","ENSMUSG00000038300","ENSMUSG00000025946"
"1562","Pthlh","Prlhr","PTHLH_PRLHR","ENSMUSG00000048776","ENSMUSG00000045052"
"1563","Pthlh","Pth1r","PTHLH_PTH1R","ENSMUSG00000048776","ENSMUSG00000032492"
"1564","Pthlh","Pth2r","PTHLH_PTH2R","ENSMUSG00000048776","ENSMUSG00000025946"
"1565","Ptma","Vipr1","PTMA_VIPR1","ENSMUSG00000026238","ENSMUSG00000032528"
"1566","Ptn","Alk","PTN_ALK","ENSMUSG00000029838","ENSMUSG00000055471"
"1567","Ptn","Cdh10","PTN_CDH10","ENSMUSG00000029838","ENSMUSG00000022321"
"1568","Ptn","Plxnb2","PTN_PLXNB2","ENSMUSG00000029838","ENSMUSG00000036606"
"1569","Ptn","Ptprb","PTN_PTPRB","ENSMUSG00000029838","ENSMUSG00000020154"
"1570","Ptn","Ptprs","PTN_PTPRS","ENSMUSG00000029838","ENSMUSG00000013236"
"1571","Ptn","Ptprz1","PTN_PTPRZ1","ENSMUSG00000029838","ENSMUSG00000068748"
"1572","Ptn","Sdc1","PTN_SDC1","ENSMUSG00000029838","ENSMUSG00000020592"
"1573","Ptn","Sdc3","PTN_SDC3","ENSMUSG00000029838","ENSMUSG00000025743"
"1574","Pyy","Fap","PYY_FAP","ENSMUSG00000017311","ENSMUSG00000000392"
"1575","Pyy","Npy1r","PYY_NPY1R","ENSMUSG00000017311","ENSMUSG00000036437"
"1576","Pyy","Npy2r","PYY_NPY2R","ENSMUSG00000017311","ENSMUSG00000028004"
"1577","Pyy","Npy4r","PYY_NPY4R","ENSMUSG00000017311","ENSMUSG00000048337"
"1578","Pyy","Npy5r","PYY_NPY5R","ENSMUSG00000017311","ENSMUSG00000044014"
"1579","Qdpr","Dysf","QDPR_DYSF","ENSMUSG00000015806","ENSMUSG00000033788"
"1580","Qrfp","P2ry14","QRFP_P2RY14","ENSMUSG00000043102","ENSMUSG00000036381"
"1581","Qrfp","C130060K24Rik","QRFP_QRFPR","ENSMUSG00000043102","ENSMUSG00000029917"
"1582","Rarres2","Ccrl2","RARRES2_CCRL2","ENSMUSG00000009281","ENSMUSG00000043953"
"1583","Rarres2","Cmklr1","RARRES2_CMKLR1","ENSMUSG00000009281","ENSMUSG00000042190"
