"","ligand","receptor","Ligand.receptor.pair","Source","PMID.support","Ligand.HGNC.ID","Ligand.location","Receptor.HGNC.ID","HGNC.L.R","secondary.source."
"1299","IL22","IL10RA","IL22 IL10RA","Ramilowski_2015_Literature_supported","58985,","HGNC:14900","secreted","HGNC:5964","HGNC:14900 HGNC:5964",""
"1300","IL22","IL10RB","IL22 IL10RB","Ramilowski_2015_Literature_supported","10875937,","HGNC:14900","secreted","HGNC:5965","HGNC:14900 HGNC:5965",""
"1301","IL22","IL22RA1","IL22 IL22RA1","Ramilowski_2015_Literature_supported","58985,11035029,","HGNC:14900","secreted","HGNC:13700","HGNC:14900 HGNC:13700",""
"1302","IL22","IL22RA2","IL22 IL22RA2","Ramilowski_2015_Literature_supported","11390453,11390453,","HGNC:14900","secreted","HGNC:14901","HGNC:14900 HGNC:14901",""
"1303","IL23A","IL12RB1","IL23A IL12RB1","Ramilowski_2015_Literature_supported","12023369,11114383, 12023369, 12671732,","HGNC:15488","secreted","HGNC:5971","HGNC:15488 HGNC:5971",""
"1304","IL23A","IL23R","IL23A IL23R","Ramilowski_2015_Literature_supported","12023369,12023369,","HGNC:15488","secreted","HGNC:19100","HGNC:15488 HGNC:19100",""
"1305","IL24","IL20RA","IL24 IL20RA","Ramilowski_2015_Literature_supported","12974481,11706020,","HGNC:11346","secreted","HGNC:6003","HGNC:11346 HGNC:6003",""
"1306","IL24","IL20RB","IL24 IL20RB","Ramilowski_2015_Literature_supported","12974481,","HGNC:11346","secreted","HGNC:6004","HGNC:11346 HGNC:6004",""
"1307","IL24","IL22RA1","IL24 IL22RA1","Ramilowski_2015_Literature_supported","12974481,","HGNC:11346","secreted","HGNC:13700","HGNC:11346 HGNC:13700",""
"1308","IL25","IL17RB","IL25 IL17RB","Ramilowski_2015_Literature_supported","11058597,11058597,","HGNC:13765","secreted","HGNC:18015","HGNC:13765 HGNC:18015",""
"1309","IL26","IL20RA","IL26 IL20RA","Noël et al. 2020 (ICELLNET)","14764663,","HGNC:17119","secreted","HGNC:6003","HGNC:17119 HGNC:6003",""
"1310","IL26","IL20RB","IL26 IL20RB","Noël et al. 2020 (ICELLNET)","14764663,","HGNC:17119","secreted","HGNC:6004","HGNC:17119 HGNC:6004",""
"1311","IL27","IL27RA","IL27 IL27RA","Ramilowski_2015_Literature_supported","12121660,","HGNC:19157","secreted","HGNC:17290","HGNC:19157 HGNC:17290",""
"1312","IL3","CSF2RB","IL3 CSF2RB","Ramilowski_2015_Literature_supported","11700046,9278420,","HGNC:6011","secreted","HGNC:2436","HGNC:6011 HGNC:2436",""
"1313","IL3","IL3RA","IL3 IL3RA","Ramilowski_2015_Literature_supported","11700046,9278420, 8649415,","HGNC:6011","secreted","HGNC:6012","HGNC:6011 HGNC:6012",""
"1314","IL31","IL31RA","IL31 IL31RA","Ramilowski_2015_Literature_supported","15184896,","HGNC:19372","secreted","HGNC:18969","HGNC:19372 HGNC:18969",""
"1315","IL31","OSMR","IL31 OSMR","Ramilowski_2015_Literature_supported","15184896,","HGNC:19372","secreted","HGNC:8507","HGNC:19372 HGNC:8507",""
"1316","IL32","ITGB3","IL32 ITGB3","Hou et al. 2020 (this publication)","30391782,","HGNC:16830","secreted","HGNC:6156","HGNC:16830 HGNC:6156",""
"1317","IL33","IL1RL1","IL33 IL1RL1","Hou et al. 2020 (this publication)","20926795, 16286016, 19996325, 29763370,","HGNC:16028","secreted","HGNC:5998","HGNC:16028 HGNC:5998",""
"1318","IL34","CSF1R","IL34 CSF1R","Ramilowski_2015_Literature_supported","22729249,","HGNC:28529","secreted","HGNC:2433","HGNC:28529 HGNC:2433","CellphoneDB"
"1319","IL34","PTPRZ1","IL34 PTPRZ1","Hou et al. 2020 (this publication)","23744080,","HGNC:28529","secreted","HGNC:9685","HGNC:28529 HGNC:9685",""
"1320","IL36A","IL1RL2","IL36A IL1RL2","Hou et al. 2020 (this publication)","30452921,","HGNC:15562","secreted","HGNC:5999","HGNC:15562 HGNC:5999",""
"1321","IL36RN","IL1RL2","IL36RN IL1RL2","Hou et al. 2020 (this publication)","20081871,","HGNC:15561","secreted","HGNC:5999","HGNC:15561 HGNC:5999",""
"1322","IL4","CD53","IL4 CD53","Ramilowski_2015_Literature_supported","7963560,","HGNC:6014","secreted","HGNC:1686","HGNC:6014 HGNC:1686",""
"1323","IL4","IL13RA1","IL4 IL13RA1","Ramilowski_2015_Literature_supported","10641437,","HGNC:6014","secreted","HGNC:5974","HGNC:6014 HGNC:5974",""
"1324","IL4","IL13RA2","IL4 IL13RA2","Ramilowski_2015_Literature_supported","9130652,","HGNC:6014","secreted","HGNC:5975","HGNC:6014 HGNC:5975",""
"1325","IL4","IL2RG","IL4 IL2RG","Ramilowski_2015_Literature_supported","7918378,8266078,","HGNC:6014","secreted","HGNC:6010","HGNC:6014 HGNC:6010",""
"1326","IL4","IL4R","IL4 IL4R","Ramilowski_2015_Literature_supported","7918378,11786020,","HGNC:6014","secreted","HGNC:6015","HGNC:6014 HGNC:6015",""
"1327","IL5","CSF2RB","IL5 CSF2RB","Ramilowski_2015_Literature_supported","11748263,","HGNC:6016","secreted","HGNC:2436","HGNC:6016 HGNC:2436",""
"1328","IL5","IL5RA","IL5 IL5RA","Ramilowski_2015_Literature_supported","11748263,1732409, 7721873, 10880230,","HGNC:6016","secreted","HGNC:6017","HGNC:6016 HGNC:6017",""
"1329","IL6","IL6R","IL6 IL6R","Ramilowski_2015_Literature_supported","3136546,14557255, 12829785,","HGNC:6018","secreted","HGNC:6019","HGNC:6018 HGNC:6019",""
"1330","IL6","IL6ST","IL6 IL6ST","Ramilowski_2015_Literature_supported","8293462, 3136546,14557255,","HGNC:6018","secreted","HGNC:6021","HGNC:6018 HGNC:6021",""
"1331","IL7","IL2RG","IL7 IL2RG","Ramilowski_2015_Literature_supported","7522165,11858939, 9010926,","HGNC:6023","secreted","HGNC:6010","HGNC:6023 HGNC:6010",""
"1332","IL7","IL7R","IL7 IL7R","Ramilowski_2015_Literature_supported","7522165,11858939, 10390077,","HGNC:6023","secreted","HGNC:6024","HGNC:6023 HGNC:6024",""
"1333","IL9","IL2RG","IL9 IL2RG","Ramilowski_2015_Literature_supported","9535918,","HGNC:6029","secreted","HGNC:6010","HGNC:6029 HGNC:6010",""
"1334","IL9","IL9R","IL9 IL9R","Ramilowski_2015_Literature_supported","9535918,11588013,","HGNC:6029","secreted","HGNC:6030","HGNC:6029 HGNC:6030",""
"1335","INHA","ACVR2A","INHA ACVR2A","Ramilowski_2015_Literature_supported","12493742,","HGNC:6065","secreted","HGNC:173","HGNC:6065 HGNC:173",""
"1336","INHA","TGFBR3","INHA TGFBR3","Ramilowski_2015_Literature_supported","12493742,10746731,","HGNC:6065","secreted","HGNC:11774","HGNC:6065 HGNC:11774",""
"1337","INHBA","ACVR1","INHBA ACVR1","Ramilowski_2015_Literature_supported","11266516,","HGNC:6066","secreted","HGNC:171","HGNC:6066 HGNC:171",""
"1338","INHBA","ACVR1B","INHBA ACVR1B","Ramilowski_2015_Literature_supported","8167568,8397373,","HGNC:6066","secreted","HGNC:172","HGNC:6066 HGNC:172",""
"1339","INHBA","ACVR1C","INHBA ACVR1C","Hou et al. 2020 (this publication)","15196700,","HGNC:6066","secreted","HGNC:18123","HGNC:6066 HGNC:18123",""
"1340","INHBA","ACVR2A","INHBA ACVR2A","Ramilowski_2015_Literature_supported","12466190,11266516,","HGNC:6066","secreted","HGNC:173","HGNC:6066 HGNC:173",""
"1341","INHBA","ACVR2B","INHBA ACVR2B","Ramilowski_2015_Literature_supported","9202237,","HGNC:6066","secreted","HGNC:174","HGNC:6066 HGNC:174",""
"1342","INHBA","BAMBI","INHBA BAMBI","Ramilowski_2015_Literature_supported","10918299,","HGNC:6066","secreted","HGNC:30251","HGNC:6066 HGNC:30251",""
"1343","INHBA","ENG","INHBA ENG","Ramilowski_2015_Literature_supported","9872992,","HGNC:6066","secreted","HGNC:3349","HGNC:6066 HGNC:3349",""
"1344","INHBA","TGFBR3","INHBA TGFBR3","Ramilowski_2015_Literature_supported","10746731,","HGNC:6066","secreted","HGNC:11774","HGNC:6066 HGNC:11774",""
"1345","INHBB","ACVR1","INHBB ACVR1","Ramilowski_2015_Literature_supported","11266516,","HGNC:6067","secreted","HGNC:171","HGNC:6067 HGNC:171",""
"1346","INHBB","ACVR1B","INHBB ACVR1B","Ramilowski_2015_Literature_supported","11266516, 15196700,","HGNC:6067","secreted","HGNC:172","HGNC:6067 HGNC:172",""
"1347","INHBB","ACVR1C","INHBB ACVR1C","Ramilowski_2015_Literature_supported","15196700,","HGNC:6067","secreted","HGNC:18123","HGNC:6067 HGNC:18123",""
"1348","INHBB","ACVR2A","INHBB ACVR2A","Ramilowski_2015_Literature_supported","12466190,11266516,","HGNC:6067","secreted","HGNC:173","HGNC:6067 HGNC:173",""
"1349","INHBB","ACVR2B","INHBB ACVR2B","Ramilowski_2015_Literature_supported","9202237,","HGNC:6067","secreted","HGNC:174","HGNC:6067 HGNC:174",""
"1350","INHBB","CFC1","INHBB CFC1","Hou et al. 2020 (this publication)","28126904,","HGNC:6067","secreted","HGNC:18292","HGNC:6067 HGNC:18292",""
"1351","INHBB","CFC1B","INHBB CFC1B","Hou et al. 2020 (this publication)","28126904,","HGNC:6067","secreted","HGNC:33983","HGNC:6067 HGNC:33983",""
"1352","INHBC","ACVR2A","INHBC ACVR2A","Ramilowski_2015_Literature_supported","12651901,","HGNC:6068","secreted","HGNC:173","HGNC:6068 HGNC:173","CellphoneDB_flipped"
"1353","INHBC","ACVR2B","INHBC ACVR2B","Ramilowski_2015_Literature_supported","12651901,","HGNC:6068","secreted","HGNC:174","HGNC:6068 HGNC:174","CellphoneDB_flipped"
"1354","INS","IGF1R","INS IGF1R","Ramilowski_2015_Literature_supported","1851182,","HGNC:6081","secreted","HGNC:5465","HGNC:6081 HGNC:5465",""
"1355","INS","INSR","INS INSR","Ramilowski_2015_Literature_supported","2550426,2550426,","HGNC:6081","secreted","HGNC:6091","HGNC:6081 HGNC:6091","CellphoneDB_flipped"
"1356","INS","LRP2","INS LRP2","Ramilowski_2015_Literature_supported","9773776,","HGNC:6081","secreted","HGNC:6694","HGNC:6081 HGNC:6694",""
"1357","INSL3","RXFP2","INSL3 RXFP2","Ramilowski_2015_Literature_supported","12114498,15649866, 20560146,12114498, 15649866,","HGNC:6086","secreted","HGNC:17318","HGNC:6086 HGNC:17318","CellphoneDB"
"1358","INSL5","RXFP3","INSL5 RXFP3","Ramilowski_2015_Literature_supported","15525639,","HGNC:6088","secreted","HGNC:24883","HGNC:6088 HGNC:24883","CellphoneDB"
"1359","INSL5","RXFP4","INSL5 RXFP4","Ramilowski_2015_Literature_supported","15465925,15525639,","HGNC:6088","secreted","HGNC:14666","HGNC:6088 HGNC:14666","CellphoneDB"
"1360","ITGAV","THY1","ITGAV THY1","Cabello-Aguilar et al. 2020 (SingleCellSignalR)","18346467,","HGNC:6150","plasma membrane","HGNC:11801","HGNC:6150 HGNC:11801",""
"1361","ITGB2","THY1","ITGB2 THY1","Cabello-Aguilar et al. 2020 (SingleCellSignalR)","18346467,","HGNC:6155","plasma membrane","HGNC:11801","HGNC:6155 HGNC:11801",""
"1362","JAG1","CD46","JAG1 CD46","Efremova et al. 2020 (CellphoneDB)","23086448,","HGNC:6188","plasma membrane","HGNC:6953","HGNC:6188 HGNC:6953",""
"1363","JAG1","NOTCH1","JAG1 NOTCH1","Ramilowski_2015_Literature_supported","7697721,11006133,","HGNC:6188","plasma membrane","HGNC:7881","HGNC:6188 HGNC:7881","CellphoneDB"
"1364","JAG1","NOTCH2","JAG1 NOTCH2","Ramilowski_2015_Literature_supported","10551863,10551863, 10958687,","HGNC:6188","plasma membrane","HGNC:7882","HGNC:6188 HGNC:7882","CellphoneDB"
"1365","JAG1","NOTCH3","JAG1 NOTCH3","Ramilowski_2015_Literature_supported","11006133,14714274, 12482954,","HGNC:6188","plasma membrane","HGNC:7883","HGNC:6188 HGNC:7883","CellphoneDB"
"1366","JAG1","NOTCH4","JAG1 NOTCH4","Ramilowski_2015_Literature_supported","24563863,","HGNC:6188","plasma membrane","HGNC:7884","HGNC:6188 HGNC:7884","CellphoneDB"
"1367","JAG2","NOTCH1","JAG2 NOTCH1","Ramilowski_2015_Literature_supported","11006133,11006133,","HGNC:6189","plasma membrane","HGNC:7881","HGNC:6189 HGNC:7881","CellphoneDB"
"1368","JAG2","NOTCH2","JAG2 NOTCH2","Ramilowski_2015_Literature_supported","10958687,","HGNC:6189","plasma membrane","HGNC:7882","HGNC:6189 HGNC:7882","CellphoneDB"
"1369","JAG2","NOTCH3","JAG2 NOTCH3","Ramilowski_2015_Literature_supported","11006133,11006133,","HGNC:6189","plasma membrane","HGNC:7883","HGNC:6189 HGNC:7883","CellphoneDB"
"1370","JAG2","NOTCH4","JAG2 NOTCH4","Efremova et al. 2020 (CellphoneDB)","22353464,","HGNC:6189","plasma membrane","HGNC:7884","HGNC:6189 HGNC:7884","Ramilowski_2015_Putative"
"1371","JAM2","F11R","JAM2 F11R","Baccin et al. 2020 (RNA-Magnet)","25119047,","HGNC:14686","plasma membrane","HGNC:14685","HGNC:14686 HGNC:14685",""
"1372","JAM2","JAM3","JAM2 JAM3","Efremova et al. 2020 (CellphoneDB)","16093349, 11590146,","HGNC:14686","plasma membrane","HGNC:15532","HGNC:14686 HGNC:15532",""
"1373","JAM3","JAM2","JAM3 JAM2","Baccin et al. 2020 (RNA-Magnet)","24357068,","HGNC:15532","plasma membrane","HGNC:14686","HGNC:15532 HGNC:14686",""
"1374","JAML","CXADR","JAML CXADR","Hou et al. 2020 (this publication)","15800062,","HGNC:19084","plasma membrane","HGNC:2559","HGNC:19084 HGNC:2559",""
"1375","KIR3DS1","HLA-F","KIR3DS1 HLA-F","Efremova et al. 2020 (CellphoneDB)","27455421,","HGNC:6340","plasma membrane","HGNC:4963","HGNC:6340 HGNC:4963",""
"1376","KISS1","KISS1R","KISS1 KISS1R","Ramilowski_2015_Literature_supported","12944565, 11385580, 15665093,11385580, 11457843,11457843,","HGNC:6341","secreted","HGNC:4510","HGNC:6341 HGNC:4510","CellphoneDB"
"1377","KISS1","MMP24","KISS1 MMP24","Ramilowski_2015_Literature_supported","12879005,","HGNC:6341","secreted","HGNC:7172","HGNC:6341 HGNC:7172",""
"1378","KITLG","KIT","KITLG KIT","Ramilowski_2015_Literature_supported","1698556,1375232, 7680037,","HGNC:6343","secreted","HGNC:6342","HGNC:6343 HGNC:6342","CellphoneDB"
"1379","KLRB1","CLEC2D","KLRB1 CLEC2D","Efremova et al. 2020 (CellphoneDB)","24223577,","HGNC:6373","plasma membrane","HGNC:14351","HGNC:6373 HGNC:14351",""
"1380","KLRF1","CLEC2B","KLRF1 CLEC2B","Efremova et al. 2020 (CellphoneDB)","24223577,","HGNC:13342","plasma membrane","HGNC:2053","HGNC:13342 HGNC:2053",""
"1381","KMT2E","NCR2","KMT2E NCR2","Hou et al. 2020 (this publication)","23958951,","HGNC:18541","secreted","HGNC:6732","HGNC:18541 HGNC:6732",""
"1382","KNG1","BDKRB1","KNG1 BDKRB1","Ramilowski_2015_Literature_supported","8063797,9111052, 10422787, 9313952,","HGNC:6383","secreted","HGNC:1029","HGNC:6383 HGNC:1029","CellphoneDB"
"1383","KNG1","BDKRB2","KNG1 BDKRB2","Ramilowski_2015_Literature_supported","8063797,8302267, 9203620,","HGNC:6383","secreted","HGNC:1030","HGNC:6383 HGNC:1030",""
